NumTrials=720, DotSize = 2, Nx = 246, StimulusDuration = 5.000000e-01 
Disparity, MouseButton, ReactionTime, RefreshRate, DotMatch
-14,3,0.64236,21.25,0.5
-14,3,2.4919,5.3125,0.5
14,1,1.0381,42.5,0
14,3,1.6174,5.3125,1
14,3,1.0075,21.25,1
-14,1,0.61755,42.5,1
14,3,0.92984,5.3125,1
-14,1,0.77775,21.25,1
14,1,1.7577,5.3125,0
-14,1,1.1329,21.25,1
14,3,0.80001,5.3125,1
-14,1,0.85617,21.25,1
14,3,1.1232,42.5,0.5
-14,3,1.9462,42.5,0.5
14,1,1.4634,42.5,0.5
-14,1,1.3341,5.3125,1
-14,3,0.89419,21.25,0
14,3,0.73342,21.25,1
-14,1,0.75826,21.25,1
-14,1,1.4868,5.3125,1
-14,1,1.2466,10.625,0.5
-14,1,1.0557,21.25,1
14,3,0.75434,21.25,1
14,3,1.1158,21.25,0.5
-14,1,0.73947,5.3125,0.5
-14,1,1.0264,21.25,0.5
-14,1,1.2952,5.3125,0
14,3,0.7098,42.5,0.5
-14,3,0.98655,5.3125,0
-14,1,0.51628,42.5,1
-14,1,0.93331,5.3125,1
14,3,0.88974,42.5,0.5
14,1,0.68333,42.5,0
-14,1,0.84343,42.5,1
-14,3,0.72231,42.5,0
14,3,1.3175,10.625,0
-14,1,0.72986,21.25,1
-14,3,1.0611,5.3125,0
14,1,0.71643,10.625,0
14,3,0.99382,5.3125,1
-14,1,0.84119,5.3125,1
-14,1,1.1122,5.3125,1
14,3,0.73703,42.5,0.5
14,3,0.96826,21.25,0
-14,1,0.94478,10.625,0.5
-14,1,0.9405,21.25,0.5
-14,1,1.339,10.625,1
-14,3,0.73916,42.5,0
-14,3,0.73845,21.25,0.5
14,3,0.7251,42.5,1
14,1,1.0513,5.3125,0
14,1,1.186,42.5,0
14,3,0.73934,10.625,1
14,3,0.78042,10.625,0
-14,1,0.57472,42.5,0.5
14,3,0.73423,42.5,1
14,1,0.76646,5.3125,0.5
14,3,0.6717,42.5,1
-14,1,0.81449,10.625,0
14,1,1.1842,5.3125,0
-14,1,1.0573,10.625,0
-14,3,0.70664,42.5,0
-14,1,1.0393,10.625,0.5
-14,1,3.3458,10.625,1
14,3,0.79902,10.625,1
14,1,1.0363,5.3125,0.5
-14,1,1.8284,5.3125,1
14,3,2.2054,10.625,0.5
14,3,1.1097,21.25,0.5
-14,1,0.51077,21.25,1
14,1,0.73837,42.5,0
-14,1,1.461,5.3125,0
14,3,1.1573,10.625,1
14,1,0.6405,42.5,0
-14,3,1.4497,42.5,0
-14,3,0.77301,42.5,0
14,1,0.84186,5.3125,0
-14,1,1.3539,10.625,1
14,3,1.0761,5.3125,0.5
14,1,1.961,5.3125,0.5
14,3,2.5943,5.3125,1
14,1,0.79852,10.625,0.5
14,1,1.3428,21.25,0.5
-14,1,1.5823,5.3125,0.5
-14,1,0.68234,42.5,1
-14,3,1.6214,10.625,0
-14,1,0.69265,42.5,0
14,3,1.011,21.25,1
14,1,0.80649,21.25,0.5
-14,1,1.6239,5.3125,0.5
-14,1,0.53689,21.25,1
14,1,0.86853,21.25,0
14,1,0.66064,42.5,0
14,1,1.1685,10.625,0
-14,1,1.1384,42.5,0.5
14,3,0.88412,5.3125,1
14,1,0.79131,5.3125,0.5
14,1,1.4355,10.625,0
14,3,0.74811,10.625,1
-14,1,0.76178,42.5,1
-14,1,0.88971,21.25,0.5
-14,1,0.94703,42.5,0
14,3,0.86655,42.5,1
-14,1,1.0421,42.5,1
-14,1,0.91937,10.625,0
-14,1,1.7921,42.5,0.5
-14,1,1.218,10.625,1
14,1,1.7445,21.25,0
14,1,0.79298,21.25,0
-14,1,0.93505,21.25,0.5
-14,1,1.2071,5.3125,1
14,3,0.80745,21.25,1
14,3,0.76458,21.25,0.5
14,1,0.80833,10.625,0.5
14,1,0.79632,5.3125,0
-14,1,0.92426,42.5,1
-14,3,0.69849,42.5,0
14,3,1.403,21.25,0.5
-14,1,0.74551,5.3125,1
-14,1,0.88021,5.3125,0
-14,1,1.132,5.3125,0.5
-14,1,1.0374,42.5,1
14,3,0.67063,21.25,1
14,3,0.72606,5.3125,1
-14,1,0.90466,21.25,0
-14,1,0.87414,10.625,1
-14,3,0.8395,5.3125,0
14,3,1.5337,10.625,1
14,1,0.60854,42.5,0
-14,1,0.71534,10.625,1
-14,1,1.9437,21.25,1
14,1,1.0553,5.3125,0.5
14,3,0.84456,42.5,1
14,3,0.90731,10.625,0.5
-14,1,0.93635,42.5,0.5
-14,3,0.771,42.5,0
-14,1,0.7047,42.5,1
14,3,0.84056,5.3125,1
-14,1,0.79439,5.3125,0.5
-14,1,0.86874,21.25,1
-14,1,0.8353,21.25,0.5
14,1,1.8724,10.625,0
-14,1,1.0311,42.5,0.5
-14,1,0.66613,10.625,1
14,3,0.6699,42.5,1
14,3,1.3975,10.625,1
14,1,0.64318,10.625,0
14,3,0.73029,10.625,1
-14,1,0.77051,5.3125,1
14,3,0.7852,5.3125,1
-14,1,0.75937,21.25,0
-14,1,0.85086,5.3125,0
-14,1,0.83226,42.5,0.5
14,3,0.65199,5.3125,1
14,1,0.52208,5.3125,0
-14,3,0.66093,10.625,0
-14,1,0.51136,10.625,1
14,3,0.55848,10.625,0.5
14,3,0.95982,10.625,0.5
-14,1,0.76039,5.3125,0
-14,1,0.80329,42.5,0.5
-14,1,0.78623,5.3125,0
-14,1,0.78791,42.5,0.5
-14,1,0.94777,21.25,0
-14,1,0.79215,10.625,1
-14,1,0.62101,21.25,0.5
-14,3,0.81699,10.625,0
14,3,0.64913,5.3125,0.5
-14,1,0.59399,21.25,0.5
14,1,0.66691,21.25,0.5
-14,1,0.5944,21.25,1
14,3,0.59966,5.3125,1
14,3,1.056,21.25,0.5
14,3,1.3063,42.5,1
14,1,0.75024,21.25,0.5
-14,1,1.0183,10.625,0
-14,1,0.69996,42.5,0.5
14,1,3.5024,21.25,0
-14,1,1.0897,10.625,0
-14,1,1.1042,21.25,1
-14,1,1.0343,10.625,1
-14,1,0.66679,5.3125,0
-14,1,2.2398,21.25,0.5
14,1,1.6489,5.3125,0
14,1,0.76622,42.5,0
-14,1,1.0233,10.625,0.5
-14,1,0.7984,42.5,0.5
-14,1,0.77447,42.5,0
14,3,0.82076,21.25,1
-14,1,1.0996,5.3125,1
-14,1,1.2156,10.625,0
14,1,0.64695,5.3125,0.5
14,1,0.6637,21.25,0.5
-14,1,1.3786,42.5,0
-14,1,0.70306,21.25,0
14,1,1.0515,5.3125,0
14,3,0.64899,42.5,0.5
-14,1,1.2875,10.625,0.5
14,3,1.6584,5.3125,0
-14,1,1.1053,10.625,1
14,1,0.79972,21.25,0
-14,1,0.76572,42.5,0
-14,1,1.0809,5.3125,0
-14,1,0.85218,42.5,0
-14,1,0.76572,21.25,0
14,1,0.8552,5.3125,0
14,1,0.76406,5.3125,0.5
-14,1,0.55741,5.3125,1
14,1,1.7273,42.5,0.5
14,3,0.6342,21.25,1
14,3,0.89313,5.3125,0.5
