NumTrials=1200, DotSize = 3, Nx = 308, StimulusDuration = 5.000000e-01 
Disparity, MouseButton, ReactionTime, RefreshRate, DotMatch
-17,3,0.50957,5.3125,0.5
-17,1,0.54534,42.5,1
-17,1,0.5132,21.25,0.75
17,3,0.5067,10.625,1
-17,3,0.52812,21.25,0.5
-17,3,0.53254,42.5,0
17,3,0.54732,10.625,0.25
-17,1,0.69769,5.3125,0
-17,1,0.51117,5.3125,1
17,1,0.59707,42.5,0.25
17,3,0.53132,42.5,1
17,1,0.70529,42.5,0
17,3,0.51457,21.25,1
-17,1,0.5522,5.3125,0.25
17,3,0.50782,10.625,0.75
17,3,0.5289,21.25,0.75
-17,1,0.50881,5.3125,1
17,3,0.65223,42.5,0
17,1,0.51469,21.25,0
17,3,0.5216,21.25,0.75
-17,3,0.53388,42.5,0
-17,1,0.54203,21.25,0.75
-17,1,0.53073,10.625,0
17,3,0.50514,21.25,0.25
17,3,0.53231,5.3125,0.25
-17,1,0.50827,10.625,0
17,1,0.52888,21.25,0
-17,3,0.50858,5.3125,0
-17,1,0.50575,21.25,0
17,1,0.53228,5.3125,0.75
-17,3,0.53507,42.5,0
17,3,0.50685,5.3125,0.75
17,3,0.63166,10.625,0.75
17,1,0.53508,42.5,0.75
17,3,0.73139,21.25,0.75
17,3,0.53219,5.3125,1
17,3,0.50819,10.625,0.5
17,1,0.52892,21.25,0.75
-17,1,0.70941,5.3125,0
17,3,0.5658,42.5,0.25
17,1,0.53859,21.25,0.5
-17,1,0.50676,10.625,0.5
17,1,0.52349,21.25,0
-17,1,0.50699,10.625,0.25
-17,3,0.52883,21.25,0.5
-17,3,0.50709,10.625,1
17,3,0.57291,10.625,0.75
17,3,0.52917,21.25,0.75
17,1,0.51425,5.3125,0.25
-17,1,0.52933,21.25,1
-17,1,0.50692,10.625,1
17,1,0.54674,42.5,0
-17,3,0.53133,42.5,0.25
-17,1,0.51444,21.25,1
17,3,0.55818,21.25,0.5
17,3,0.5339,42.5,1
-17,1,0.52621,21.25,1
17,1,0.5475,42.5,0
17,3,0.53132,42.5,1
17,3,0.53079,21.25,1
17,1,0.64748,42.5,0.5
-17,1,0.53698,42.5,1
-17,3,0.51367,5.3125,0.5
-17,1,0.54688,42.5,0.75
-17,3,0.51672,10.625,0.5
17,3,0.5574,42.5,1
17,3,0.60325,5.3125,0.75
-17,1,0.54306,10.625,0
17,1,0.5351,42.5,0
17,3,0.5144,21.25,0.75
17,3,0.53416,10.625,0.75
17,3,0.5176,21.25,1
17,1,0.55002,5.3125,0.25
17,3,0.50839,10.625,0.75
-17,3,0.52907,21.25,0.25
-17,1,0.53345,42.5,0.5
17,1,0.51313,5.3125,0.5
17,1,0.52269,5.3125,0.5
17,3,0.53181,10.625,0.75
17,1,0.53512,42.5,0.5
-17,1,0.52818,10.625,0
17,1,0.55788,5.3125,0.75
17,3,0.52938,21.25,0.5
-17,1,0.52156,21.25,1
-17,1,0.52624,21.25,0.25
17,3,1.8167,42.5,0.75
-17,1,0.74024,5.3125,0.5
-17,1,0.51744,21.25,1
17,3,0.52657,10.625,0.25
-17,1,0.53158,10.625,0.25
17,1,0.54774,5.3125,0.5
17,3,0.53477,5.3125,1
-17,1,0.64413,5.3125,0.5
17,1,0.69427,21.25,0
17,1,0.62274,21.25,0
-17,1,0.67072,42.5,0.75
-17,1,0.65133,21.25,0.25
17,3,0.51141,10.625,0.25
17,1,29.1686,42.5,0.25
-17,1,0.62355,5.3125,0.75
17,3,0.53562,42.5,0.75
-17,3,0.53135,42.5,0.25
-17,1,0.61597,10.625,0.25
-17,1,0.51507,5.3125,1
-17,1,0.55999,21.25,0.25
17,3,0.53536,10.625,0.25
17,1,0.56305,5.3125,0
-17,1,0.52932,21.25,1
-17,1,0.50979,21.25,0.75
-17,1,0.54565,42.5,1
-17,1,0.51446,21.25,0.5
17,3,0.70512,5.3125,0.25
17,3,0.51128,5.3125,0.75
17,3,0.64788,21.25,0
-17,1,0.53239,5.3125,0.75
17,3,0.524,42.5,1
17,1,0.50515,10.625,0
-17,1,0.52904,21.25,0.25
-17,1,0.5088,5.3125,1
-17,1,0.52934,21.25,1
17,3,0.5955,42.5,0.5
17,3,0.58574,21.25,1
-17,1,0.60636,5.3125,0.25
17,1,0.53134,5.3125,0
-17,1,1.0766,5.3125,0.25
17,3,0.55542,21.25,1
17,3,0.53641,5.3125,1
17,1,0.63296,42.5,0.25
17,3,0.70896,10.625,1
17,3,0.65055,5.3125,1
17,3,0.58873,10.625,1
17,3,0.7326,5.3125,0.75
-17,3,0.5317,10.625,0
17,1,0.67748,42.5,0
-17,1,0.52662,21.25,1
-17,1,0.52619,10.625,0.5
17,1,0.83222,42.5,0.5
-17,1,0.59169,42.5,1
-17,1,0.5257,5.3125,0.25
17,3,0.68803,10.625,1
17,3,0.59481,10.625,0.25
-17,1,0.95031,42.5,0.75
-17,3,0.80024,42.5,0.25
-17,1,1.627,42.5,0.5
17,3,0.76639,42.5,0.25
-17,1,1.2039,5.3125,0.5
17,1,0.75482,5.3125,0.5
-17,1,0.72954,42.5,1
-17,1,0.74239,21.25,0
17,3,0.89821,21.25,0
17,3,0.57366,5.3125,0.5
17,1,0.98375,42.5,0
17,3,0.82883,5.3125,1
17,3,0.66272,21.25,1
-17,1,0.71478,21.25,0.75
17,3,0.5557,21.25,0.5
17,1,0.5733,21.25,0.25
-17,1,1.2807,10.625,1
17,3,0.52918,21.25,0.75
-17,1,0.50695,10.625,0.75
17,1,0.71087,10.625,0.25
17,1,0.53322,5.3125,0.25
17,3,0.53453,10.625,1
-17,1,0.50963,5.3125,0.25
-17,1,0.62756,5.3125,0.75
17,1,0.91074,5.3125,0.75
17,3,0.76492,42.5,0.5
-17,1,0.64798,10.625,0.75
-17,1,0.52906,21.25,0
-17,1,1.1743,10.625,0.5
-17,1,0.7151,5.3125,0
-17,1,0.53482,5.3125,1
17,1,0.58743,5.3125,0.25
-17,1,0.53595,42.5,1
17,3,0.60705,5.3125,1
17,3,0.5658,5.3125,0.75
17,3,0.53177,10.625,0.5
-17,3,1.4194,5.3125,0
17,3,0.54539,42.5,1
-17,1,0.56259,42.5,0.75
17,3,0.61431,10.625,0.5
-17,1,0.7195,42.5,0
17,1,0.65994,21.25,0.5
17,1,0.56002,10.625,0
-17,1,0.52915,21.25,0.75
17,1,0.54863,5.3125,0.5
-17,1,0.53574,42.5,0.25
-17,1,0.51692,10.625,0
-17,1,0.55515,42.5,0.5
17,3,0.51432,21.25,1
17,3,0.68597,10.625,0.25
17,3,0.67931,42.5,0.75
-17,1,0.51492,21.25,0.75
-17,1,0.50981,21.25,0.75
-17,1,0.5306,10.625,1
-17,3,0.5098,5.3125,0
17,3,0.53563,42.5,0.75
17,3,0.56839,21.25,0
17,3,0.54517,21.25,1
-17,1,0.86259,21.25,0
-17,1,0.6626,21.25,0.75
17,3,0.61455,21.25,1
-17,1,0.64459,5.3125,0
17,3,0.7305,5.3125,0.5
-17,1,0.58242,21.25,0.5
-17,1,0.79343,42.5,1
-17,3,0.57342,42.5,0
17,3,0.55162,42.5,0.5
17,1,0.56489,21.25,0
17,3,0.55044,10.625,1
-17,3,0.53987,10.625,0
-17,1,0.8201,5.3125,0.75
17,3,0.62092,5.3125,0
17,1,0.62792,5.3125,0.25
17,3,0.51132,5.3125,0.25
17,3,0.53577,42.5,0.25
17,3,0.53138,42.5,0.25
-17,1,0.50542,10.625,0.5
17,3,0.58147,5.3125,0
-17,1,0.5113,5.3125,0.5
-17,1,0.51126,5.3125,0.25
17,1,0.52313,5.3125,0.25
-17,3,0.53539,42.5,0.25
17,3,0.53363,21.25,0.25
-17,1,0.62488,5.3125,0
17,3,0.52893,21.25,0
-17,1,0.55543,10.625,0.5
17,3,0.59565,21.25,1
-17,1,0.56002,42.5,0.25
17,3,0.63849,42.5,0.5
17,3,0.55334,21.25,0.75
17,3,0.60179,21.25,0.5
17,1,0.61801,10.625,0.5
17,1,0.5352,42.5,0
17,1,0.53113,42.5,0.5
-17,3,0.55961,5.3125,0.5
17,3,0.51435,10.625,1
17,3,0.53418,10.625,0.75
-17,3,0.50956,5.3125,0.25
17,1,0.59213,5.3125,0.25
17,3,0.59562,42.5,0
-17,1,0.53936,10.625,1
17,3,0.57952,42.5,0
17,3,0.59891,10.625,0.25
17,3,0.53421,10.625,0.5
-17,3,0.56759,5.3125,0
-17,3,0.54826,10.625,0.75
17,3,0.55909,21.25,0.5
-17,1,0.53451,42.5,0.75
17,1,0.54086,42.5,0.75
-17,1,0.53835,42.5,0
17,3,0.53133,42.5,0.75
17,3,0.50506,10.625,1
17,3,0.52913,21.25,0.5
-17,1,0.50872,5.3125,0.75
17,1,0.6603,42.5,0.75
17,3,0.51684,10.625,0
17,3,0.51899,5.3125,1
-17,1,0.84001,21.25,0.25
-17,1,0.60369,21.25,0.25
17,3,0.50884,5.3125,0.5
17,3,0.53483,5.3125,1
-17,1,0.92686,10.625,0
-17,1,0.51067,10.625,0.25
-17,3,0.57026,42.5,0.25
-17,1,0.53128,42.5,0.5
17,3,0.50523,10.625,0.5
-17,1,0.53424,10.625,0
17,1,0.52346,42.5,0.25
17,3,0.62328,42.5,0.25
17,1,0.51761,21.25,0.25
-17,1,0.58299,42.5,1
-17,3,0.50495,10.625,0
17,3,0.53424,10.625,0
17,3,0.5107,10.625,1
-17,1,0.55475,5.3125,0.5
17,3,0.60868,21.25,0.5
17,3,0.53684,42.5,0.75
-17,1,1.8391,42.5,1
-17,1,0.50695,5.3125,0
17,1,0.52568,21.25,0.25
-17,3,0.54643,42.5,0
17,3,0.53641,10.625,1
17,3,0.5469,42.5,1
-17,1,0.517,10.625,0.25
17,1,0.55901,42.5,0.25
-17,1,1.3965,5.3125,0.5
17,3,0.54187,21.25,1
17,3,0.52655,5.3125,0
17,3,0.54233,5.3125,1
17,1,0.52934,21.25,0.25
17,3,0.56836,10.625,0.75
-17,1,0.53516,42.5,0
-17,1,0.55378,10.625,0.25
-17,1,0.72405,21.25,0
-17,1,0.58259,42.5,1
17,3,0.65697,21.25,0.25
17,3,0.70105,42.5,0.25
-17,3,0.50523,10.625,0
-17,3,0.6233,42.5,0.25
-17,1,0.53131,42.5,0.5
-17,1,0.50517,10.625,1
-17,1,0.50951,5.3125,0.25
-17,1,1.7619,42.5,0.5
-17,1,0.51483,21.25,0
-17,1,0.52163,21.25,0.5
-17,1,0.50721,10.625,0.5
-17,1,0.51067,10.625,0.25
17,1,0.53429,10.625,0
-17,1,0.51215,10.625,0.75
-17,1,0.54676,42.5,0.75
-17,1,0.52508,10.625,1
17,1,0.53469,42.5,0
17,3,0.53194,10.625,0.75
17,3,0.5107,10.625,0.25
-17,3,0.5623,5.3125,0.25
17,3,0.53863,10.625,0.75
-17,1,0.53544,42.5,0.75
17,1,0.55654,5.3125,0
17,3,1.567,42.5,0.75
17,3,0.57837,42.5,0.5
-17,3,0.50519,10.625,0.25
-17,3,0.52646,5.3125,0
-17,1,0.54921,5.3125,0.75
-17,1,0.52935,21.25,0
17,3,0.53677,5.3125,0
17,3,0.58621,10.625,1
-17,1,0.72307,10.625,0
-17,1,0.57084,21.25,0.75
-17,1,0.60682,10.625,0.75
-17,1,0.52783,21.25,0.5
-17,1,0.53337,21.25,0.5
17,1,0.68676,21.25,0.25
-17,1,0.52722,21.25,1
17,3,0.54545,42.5,1
17,1,0.54532,10.625,0
-17,1,0.70829,10.625,0.75
-17,1,0.53463,42.5,0.5
-17,3,0.61317,10.625,0.75
17,3,0.75629,21.25,0
-17,1,0.52144,5.3125,0.75
-17,1,0.68593,10.625,0.25
17,3,0.69683,10.625,0
17,1,0.54036,5.3125,0.5
17,1,0.57652,10.625,0
-17,3,0.67215,21.25,0
17,1,14.2776,10.625,0.25
-17,3,1.011,42.5,0.25
-17,1,0.52612,21.25,0.75
-17,1,0.54652,10.625,0.5
-17,1,0.61635,42.5,0
-17,1,0.54683,5.3125,0
-17,1,0.52938,21.25,0.25
17,3,0.50887,5.3125,1
-17,3,0.53557,42.5,0
-17,3,0.73443,10.625,0
17,3,0.54675,42.5,1
-17,1,0.50515,10.625,0.75
-17,1,0.52882,21.25,0
17,1,0.61514,5.3125,0
17,3,0.5082,10.625,0.75
17,3,0.53427,10.625,0.75
-17,1,0.5107,10.625,0.25
17,3,0.53098,10.625,1
17,1,0.59061,21.25,0.25
17,1,0.59272,5.3125,0
-17,1,0.53496,42.5,0.5
-17,1,0.52645,21.25,0.75
-17,1,0.63809,5.3125,0.5
-17,1,0.51127,5.3125,0.25
-17,1,0.53571,42.5,0.75
17,3,0.71768,21.25,0.5
-17,3,0.54584,21.25,0.25
-17,1,0.55616,42.5,0.5
-17,1,0.51674,10.625,1
17,1,0.60575,21.25,0
-17,3,0.57625,5.3125,0
-17,1,0.52925,21.25,0.5
-17,1,0.52162,21.25,0
-17,1,0.68179,21.25,0.5
17,3,0.53368,21.25,0.25
17,1,0.50679,10.625,0.25
17,1,0.58901,10.625,0
-17,1,0.65622,42.5,1
-17,1,0.50504,10.625,0.75
-17,1,0.52245,10.625,0.75
-17,1,0.50955,5.3125,1
-17,1,0.53523,42.5,0.75
-17,1,0.50505,10.625,1
-17,1,0.52132,5.3125,1
17,3,0.52408,42.5,0
-17,1,0.55072,21.25,1
17,3,0.60756,21.25,0.25
17,3,0.5211,5.3125,0.5
17,3,0.61384,42.5,0.5
-17,1,0.51952,5.3125,0.25
17,3,0.6055,42.5,1
