NumTrials=1200, DotSize = 3, Nx = 308, StimulusDuration = 5.000000e-01 
-1,3,0.54347,10.625,0
1,3,0.55831,5.3125,0.25
-1,3,0.63643,21.25,0.25
-1,1,0.51886,5.3125,1
-1,1,0.51276,21.25,0.75
-1,3,0.6017,21.25,0.5
1,3,0.54825,21.25,1
1,3,0.57497,42.5,0.75
-1,1,0.71345,5.3125,0
-1,3,0.57679,21.25,0.25
1,1,0.63024,5.3125,0.5
1,3,0.68373,5.3125,0.5
1,1,0.64925,10.625,0
-1,1,0.71015,5.3125,0.25
1,1,0.67536,21.25,0.25
-1,1,0.50979,21.25,1
1,3,0.80171,10.625,0
-1,1,0.54692,21.25,0.5
1,3,0.58597,10.625,0.5
1,1,0.67262,42.5,0
1,3,0.87094,10.625,0.75
-1,1,0.56719,5.3125,0.75
1,3,0.71091,5.3125,0.25
1,3,0.54649,21.25,0.75
1,3,0.62784,21.25,1
-1,1,0.57394,5.3125,0.75
1,3,0.6077,42.5,0
1,1,0.76606,42.5,0.75
1,3,0.61769,10.625,0.75
1,1,0.70919,21.25,0.5
-1,1,0.61727,5.3125,0
1,3,0.52761,42.5,0.75
1,3,0.62773,21.25,1
-1,3,0.67295,5.3125,0
1,1,0.6845,42.5,0
-1,1,0.51467,21.25,1
1,1,0.54271,5.3125,0
-1,3,0.76906,21.25,0
1,1,0.75229,42.5,0
-1,1,0.50565,10.625,1
-1,1,0.52311,42.5,1
-1,3,0.59098,10.625,0
-1,1,0.51068,10.625,1
-1,3,0.73136,10.625,0
-1,1,0.54763,5.3125,0.25
-1,3,0.62388,42.5,0.25
-1,1,0.50488,10.625,0.5
1,3,0.73707,21.25,0.25
1,3,0.88189,5.3125,0
-1,1,0.51184,42.5,0.75
-1,1,0.51955,42.5,0.25
-1,1,0.50549,10.625,1
-1,3,0.56999,21.25,0.5
1,3,0.57224,21.25,0
-1,1,0.50722,10.625,1
1,3,0.71288,42.5,0.25
1,3,0.56525,5.3125,0.25
1,3,0.51186,42.5,1
-1,1,0.56044,5.3125,0.25
-1,3,0.61559,42.5,0
-1,1,0.60951,5.3125,0
-1,1,0.50572,21.25,1
1,3,0.556,21.25,1
1,3,0.53882,42.5,0
1,1,0.64043,5.3125,0.25
1,3,0.70509,42.5,0.5
-1,1,0.70554,42.5,0.75
1,3,0.52969,5.3125,1
-1,3,0.55589,42.5,0.25
1,3,0.78561,42.5,0
1,3,0.61374,10.625,0.25
-1,3,0.52486,21.25,0
1,3,0.97562,10.625,0.5
1,1,0.58671,42.5,0.75
-1,1,0.51653,21.25,0.75
1,1,0.58136,42.5,0.75
-1,3,0.66638,10.625,0
1,1,0.59058,21.25,0.75
-1,1,0.50984,21.25,1
1,3,0.60114,5.3125,0.75
-1,1,0.51129,5.3125,0.75
1,3,0.65185,42.5,0.25
1,1,0.71463,5.3125,0
-1,1,0.55601,5.3125,0.25
-1,1,0.54178,5.3125,1
1,3,0.59001,21.25,0.5
1,1,0.56734,5.3125,0.75
-1,1,0.62076,10.625,0.25
1,3,0.60233,10.625,1
-1,3,1.1239,5.3125,0
1,3,0.57882,5.3125,0.5
1,3,0.765,5.3125,0.25
1,1,0.81616,10.625,0.75
-1,1,0.6084,5.3125,0.5
1,3,0.51222,42.5,1
1,3,1.0337,21.25,0.25
-1,1,0.50723,10.625,1
-1,3,0.59628,21.25,0.25
1,3,0.55277,10.625,0.5
-1,1,0.61284,5.3125,0.25
1,3,0.50613,21.25,0.5
-1,1,0.52264,42.5,0.75
-1,3,0.56341,5.3125,0
1,3,0.54404,21.25,0.5
1,3,0.69757,21.25,1
-1,1,0.52265,42.5,1
1,1,0.60494,5.3125,0.75
1,1,0.51126,5.3125,0.75
1,3,0.51125,5.3125,1
-1,1,0.50598,21.25,0.75
-1,1,0.54852,21.25,0.25
1,3,0.50875,5.3125,1
1,3,0.67919,21.25,0.75
-1,1,0.56866,10.625,0.5
1,1,0.66511,5.3125,0.75
1,3,0.51243,42.5,1
1,3,0.51472,21.25,1
-1,3,0.53922,21.25,0.25
-1,1,0.52264,42.5,1
-1,1,0.51952,42.5,0.75
1,3,0.67218,5.3125,0
1,3,0.55729,10.625,0.5
1,3,0.51076,10.625,1
-1,1,0.50931,21.25,0.5
1,3,0.53733,5.3125,0.5
-1,1,0.51248,42.5,0.5
-1,1,0.51467,21.25,0.5
-1,1,0.50974,21.25,1
1,3,0.50729,10.625,0.25
1,3,0.76305,5.3125,0.75
-1,3,0.58379,10.625,0.25
1,1,0.61146,5.3125,0.5
-1,3,0.50602,21.25,0
-1,3,0.52334,21.25,0.25
1,3,0.80574,42.5,0.75
-1,1,0.50723,10.625,0.5
-1,1,0.54399,5.3125,0.75
1,3,0.51666,42.5,1
-1,1,0.54233,10.625,0.5
1,3,0.59829,42.5,0.5
1,1,0.60033,5.3125,0.5
1,3,0.54846,42.5,0.5
-1,1,0.50537,10.625,0.25
-1,3,0.61709,10.625,0
1,3,0.61884,21.25,1
-1,1,0.5213,5.3125,0.75
1,3,0.57418,42.5,0.5
1,3,0.51501,21.25,0.25
-1,1,0.62019,10.625,0
-1,1,0.6016,5.3125,0.25
-1,1,0.52839,21.25,0.5
1,3,0.64347,10.625,0.75
-1,1,0.65332,21.25,0
1,3,0.59091,10.625,1
1,1,0.77668,10.625,0.5
-1,1,0.51191,42.5,1
-1,3,0.6109,10.625,0
1,3,0.57492,10.625,0
-1,1,0.50963,5.3125,1
-1,1,0.58743,42.5,1
1,3,0.51884,10.625,1
1,3,0.51314,10.625,0.75
1,3,0.50557,21.25,1
1,1,0.59935,10.625,0.75
-1,1,0.54684,42.5,0.25
-1,1,0.52381,5.3125,1
-1,1,0.5378,10.625,0.75
1,3,0.62676,42.5,0.5
1,3,0.52513,21.25,0.75
1,3,0.54136,21.25,0.5
1,3,0.84985,5.3125,0.25
-1,1,0.6107,21.25,0.25
-1,1,0.50744,10.625,1
-1,1,0.51118,10.625,0.75
1,3,0.54938,42.5,0.5
-1,3,0.59079,42.5,0
-1,1,0.54127,42.5,0.5
-1,1,0.54995,21.25,0.5
1,3,0.55601,10.625,1
-1,1,1.2401,5.3125,0
1,3,0.50588,21.25,1
1,3,0.69413,10.625,0
-1,1,0.90105,5.3125,0.75
-1,1,0.61936,5.3125,0.5
-1,1,1.0153,10.625,0.25
-1,3,0.57686,10.625,0.5
-1,3,0.58437,42.5,0.5
-1,1,0.58199,5.3125,0.5
-1,1,81.9206,42.5,0.5
-1,1,0.59578,5.3125,0.75
1,1,0.53431,5.3125,0.75
-1,1,0.5646,42.5,0.75
1,3,0.81561,10.625,0.5
-1,1,0.5118,42.5,1
1,1,1.0836,10.625,0.25
1,3,0.56913,10.625,0.25
-1,3,0.5621,21.25,0.25
-1,3,0.69238,21.25,0
-1,1,0.64378,5.3125,0.25
1,3,0.5306,10.625,1
1,3,0.51718,5.3125,1
-1,3,0.51586,5.3125,0
1,3,0.56161,10.625,1
1,1,0.54862,5.3125,0.5
-1,1,0.50594,21.25,0.75
-1,3,0.50982,21.25,0.25
-1,1,0.5073,10.625,0.75
1,3,0.61269,5.3125,0.25
-1,3,0.56233,42.5,0
1,1,0.52545,10.625,0.25
1,3,0.68282,5.3125,0
-1,1,0.5219,10.625,1
-1,3,0.54041,21.25,0
-1,3,0.50979,21.25,0.5
1,1,0.51072,21.25,0.75
-1,1,0.50725,10.625,0.5
1,3,0.53718,10.625,0.75
1,1,0.5057,21.25,0.25
1,1,0.50894,5.3125,0.5
-1,1,0.5113,21.25,0.75
1,1,0.78797,21.25,0.25
1,1,0.55357,5.3125,0.5
-1,1,0.52565,5.3125,0
1,3,0.70407,42.5,0.25
1,3,0.56343,21.25,0.75
1,3,0.51212,21.25,1
-1,1,0.50885,5.3125,1
1,3,0.62969,21.25,0.5
1,3,0.52294,42.5,1
-1,1,0.51952,42.5,1
1,3,0.51485,10.625,1
-1,1,0.54393,21.25,0
1,3,0.56758,42.5,0
-1,1,0.51519,21.25,1
1,1,0.50986,21.25,0.75
-1,3,0.50898,5.3125,0
1,3,0.58148,10.625,0.75
1,3,0.52925,21.25,1
-1,1,0.50737,10.625,0.75
1,3,0.74984,42.5,0.75
1,1,0.50731,5.3125,0.25
-1,1,0.55559,5.3125,0.75
1,3,0.51223,42.5,0
1,3,0.59422,21.25,0.25
1,1,0.5227,42.5,0
-1,1,0.51482,21.25,1
1,3,0.59283,5.3125,1
-1,1,0.55882,10.625,0.5
1,3,0.52603,21.25,1
1,3,0.54651,5.3125,1
-1,1,0.54893,21.25,0
-1,1,0.50984,21.25,0.75
-1,1,0.58492,10.625,0.25
1,3,0.53377,21.25,1
-1,1,0.61116,21.25,0.25
1,1,0.60755,10.625,0.25
-1,1,0.5939,10.625,0.25
-1,1,0.67931,5.3125,0
-1,1,0.51703,5.3125,0.75
-1,1,0.5739,5.3125,0.5
1,3,0.62246,21.25,0.5
1,3,3.4673,42.5,1
-1,3,0.75254,42.5,0
1,3,0.52228,42.5,0.25
1,3,0.5969,10.625,0.75
-1,1,0.53591,21.25,0.5
-1,1,0.82267,42.5,0.25
1,3,0.51959,42.5,0.25
1,3,0.51461,21.25,0.5
-1,1,0.57111,21.25,0.5
1,3,0.59852,10.625,0.5
-1,3,0.6096,42.5,1
1,3,0.55861,10.625,1
-1,1,0.56228,42.5,0.25
1,3,0.5195,42.5,1
1,3,0.60889,21.25,0
1,3,0.50981,21.25,0.75
-1,1,0.91828,5.3125,0.5
-1,1,0.54691,10.625,0.25
-1,3,0.52272,10.625,0.5
1,3,0.50566,21.25,0.5
-1,3,0.50725,10.625,0.5
1,3,0.61414,42.5,0.75
-1,1,0.51491,21.25,1
-1,1,0.50732,10.625,1
-1,1,0.70916,21.25,0
-1,1,0.52807,42.5,0.5
-1,1,0.51953,42.5,0.25
1,3,0.55865,42.5,0.75
-1,1,0.50542,10.625,0.75
1,3,0.50963,5.3125,1
-1,1,0.5575,5.3125,0.25
-1,3,0.51241,42.5,0
-1,1,0.50724,5.3125,1
-1,1,0.50823,10.625,0.75
-1,1,0.71617,5.3125,0.25
-1,1,0.52409,42.5,0.5
-1,1,0.5071,5.3125,0.75
-1,3,0.66893,5.3125,0
-1,1,0.53818,42.5,0.25
-1,1,0.53492,42.5,0.25
1,3,0.5556,5.3125,1
-1,1,0.69451,10.625,0.25
1,3,0.64297,42.5,0.5
1,1,0.50771,10.625,0.5
1,1,0.56087,5.3125,0.5
1,3,0.56947,10.625,0.5
1,1,0.53778,10.625,0.5
-1,1,0.53517,42.5,0.75
-1,1,0.58121,5.3125,0.5
1,3,0.69404,21.25,0
1,3,0.66181,5.3125,0
-1,1,0.53572,42.5,0.75
1,1,0.61698,5.3125,0
-1,3,0.80898,42.5,0
1,1,0.63894,5.3125,0.25
1,3,0.80778,10.625,1
-1,1,0.573,10.625,0.5
-1,1,0.53499,42.5,0.5
1,3,0.50495,10.625,0.75
1,3,0.88647,42.5,0.25
-1,1,0.59504,42.5,0.5
1,3,0.67894,10.625,0.75
-1,3,0.61168,5.3125,0.5
1,3,0.53766,42.5,1
-1,1,0.5152,21.25,1
-1,1,0.5325,5.3125,1
-1,1,0.50833,10.625,1
1,3,0.53524,42.5,0.75
-1,1,0.62699,42.5,1
-1,1,0.51482,21.25,0.25
1,1,0.78919,21.25,0.25
-1,1,0.52158,21.25,1
-1,1,0.69356,42.5,1
-1,1,0.74071,10.625,0.5
-1,1,0.51085,5.3125,0.75
1,1,0.95839,10.625,0.25
1,3,0.51069,10.625,0.25
1,3,0.52911,21.25,0
1,3,0.50884,5.3125,0
-1,1,0.51131,5.3125,0.75
1,3,0.5989,5.3125,0.75
1,3,0.57097,42.5,1
-1,1,0.51494,21.25,0.5
-1,3,0.53083,10.625,0
-1,1,0.54823,5.3125,0.25
1,3,0.50591,21.25,0.75
1,3,0.54639,42.5,1
1,3,0.85846,42.5,0.25
-1,1,0.63376,5.3125,0.25
1,3,0.64001,21.25,0
-1,1,0.52865,10.625,0.25
-1,3,0.53422,10.625,0
-1,1,0.5055,21.25,1
-1,3,0.53334,21.25,0
1,1,0.50978,21.25,0
-1,3,0.54375,5.3125,0.5
1,3,0.52407,42.5,0.5
-1,1,0.53281,5.3125,0.5
1,3,0.67112,10.625,0.25
1,1,0.79455,42.5,0
-1,1,0.53131,42.5,0.75
-1,3,0.52635,5.3125,0.25
1,3,0.51131,5.3125,0.5
-1,1,0.53185,10.625,0.75
-1,1,0.51069,10.625,0.5
-1,3,0.57909,42.5,0.5
1,3,0.64141,42.5,0.25
1,1,0.50523,10.625,0.25
-1,1,0.52354,5.3125,0.5
-1,3,0.5294,21.25,0
-1,1,0.507,10.625,1
-1,3,0.66482,42.5,0.25
-1,1,0.51474,21.25,0.75
1,1,0.53093,5.3125,0
1,1,0.6198,42.5,0
1,1,0.5744,42.5,0.25
1,3,0.50708,5.3125,1
-1,1,0.5752,21.25,0.5
1,3,0.51653,5.3125,1
1,3,0.53567,42.5,0.5
1,1,0.54926,5.3125,0.25
1,3,0.70427,10.625,0
1,3,0.54662,42.5,0.75
1,3,0.51484,21.25,0.75
-1,1,0.79073,10.625,0
1,1,0.56555,42.5,0.25
-1,1,0.50704,5.3125,1
-1,1,0.51757,21.25,0.75
1,3,0.53413,42.5,0
1,3,0.51463,21.25,0
1,3,0.51973,10.625,0.75
1,3,0.54452,10.625,0.5
-1,1,0.50537,21.25,0.75
1,3,0.55795,21.25,0.75
1,3,0.50687,10.625,0.75
-1,1,0.59221,5.3125,0.25
-1,1,0.5251,42.5,0.5
-1,3,0.50548,10.625,0
1,1,1.8686,21.25,0
-1,1,0.54083,5.3125,0.5
1,3,0.73748,10.625,0
-1,3,0.54119,10.625,0
-1,1,0.50537,21.25,0.75
1,3,0.53231,5.3125,0.75
-1,3,0.50834,10.625,0.25
1,3,0.50959,5.3125,1
-1,1,0.50836,10.625,1
1,3,0.55111,10.625,0.25
1,3,0.63557,5.3125,0.75
-1,1,1.5775,10.625,0.75
-1,1,0.52929,21.25,0.5
1,3,0.72399,10.625,0.5
1,3,0.67575,5.3125,0
1,3,0.51127,5.3125,1
1,3,0.51126,5.3125,0.75
1,1,0.60317,5.3125,0.75
-1,3,0.52943,21.25,0
1,3,0.50877,5.3125,0.75
1,1,0.57044,21.25,0
-1,1,0.538,10.625,0.25
-1,3,0.54666,42.5,0
1,3,0.51466,21.25,0
1,1,0.52086,21.25,0
1,1,0.5217,21.25,0.5
1,3,0.5342,42.5,0
-1,1,0.51685,10.625,0.5
-1,1,0.53502,42.5,0.5
1,3,0.50708,5.3125,0.75
1,1,0.97785,42.5,0.25
-1,3,0.54431,42.5,0
-1,1,0.51472,21.25,1
1,3,0.54782,5.3125,0
1,3,0.56606,21.25,0.5
1,3,0.53337,21.25,0.75
-1,3,0.59839,42.5,0
1,1,0.51511,21.25,0.25
1,1,0.60137,21.25,0.75
-1,1,0.58671,5.3125,1
1,3,0.5608,42.5,0.75
-1,1,0.54167,5.3125,0.5
-1,1,0.54581,21.25,1
-1,1,0.53424,42.5,0.75
1,3,0.5053,10.625,0
1,3,0.52124,5.3125,1
-1,1,0.50602,21.25,0.5
1,3,0.54634,42.5,1
1,3,0.5056,10.625,1
-1,1,1.0321,42.5,0.5
1,3,0.51476,21.25,0.5
-1,1,0.50889,5.3125,0.75
1,3,0.51134,5.3125,1
1,1,0.70274,10.625,0.25
1,3,0.50579,21.25,0
1,3,0.53913,10.625,0
1,3,0.50961,5.3125,1
-1,1,0.83995,21.25,0.25
-1,1,0.53337,21.25,1
1,3,0.8658,42.5,0.75
1,3,0.72607,5.3125,0.5
1,1,0.59578,5.3125,0.25
-1,1,0.67954,42.5,0
-1,1,0.53134,42.5,0.25
1,3,0.5314,42.5,1
-1,3,0.60171,42.5,0
-1,1,0.51473,21.25,0.75
1,1,0.53645,10.625,0.5
1,3,0.70448,21.25,0
-1,1,0.5334,21.25,0.25
1,1,0.6198,10.625,0
-1,1,0.53506,42.5,1
1,3,0.53138,42.5,0.25
-1,1,0.92562,5.3125,1
1,3,0.51125,5.3125,0
-1,3,0.76711,21.25,0
1,1,0.71813,42.5,0.5
-1,1,0.53136,42.5,0
1,3,0.50555,10.625,0
-1,1,0.61217,5.3125,0.5
-1,1,0.51135,5.3125,1
1,3,0.51769,21.25,0.75
-1,1,0.78415,5.3125,0.25
-1,1,0.52947,21.25,1
-1,1,0.53465,42.5,1
-1,1,0.53132,42.5,0.75
1,3,0.51694,10.625,1
1,3,0.51073,10.625,0
-1,3,0.51069,10.625,0.25
-1,1,0.54717,42.5,0
1,3,0.80974,42.5,0.75
-1,1,0.50715,5.3125,1
1,1,0.53563,21.25,0.25
-1,1,0.58403,5.3125,0.5
1,3,0.53587,42.5,1
-1,1,0.5145,21.25,0.75
1,3,0.54877,5.3125,0.25
-1,1,1.5059,42.5,0.75
-1,1,0.51501,21.25,0.75
-1,3,0.50701,10.625,0
-1,3,0.54661,42.5,0.25
-1,3,0.53139,42.5,0.25
-1,1,0.51472,21.25,0.5
-1,3,0.51157,10.625,0
1,3,0.60656,21.25,0.25
-1,1,0.50706,10.625,0.75
-1,1,0.54665,42.5,1
1,3,0.51466,21.25,0.75
-1,1,0.52161,21.25,0.75
-1,1,0.60371,10.625,0.75
-1,1,0.54692,42.5,0.5
1,3,0.51465,21.25,0.25
1,3,1.2772,42.5,0.25
-1,3,0.59059,42.5,0.25
1,3,0.541,42.5,0
-1,1,0.80003,10.625,0
1,1,0.53905,21.25,0.25
-1,1,0.52159,21.25,0.75
17,1,0.70054,21.25,0.25
-17,1,0.72149,5.3125,0.5
-17,1,0.68902,5.3125,1
17,3,0.83329,5.3125,0
17,3,0.50555,21.25,1
17,3,0.5308,10.625,0.25
-17,1,0.50964,5.3125,1
-17,1,0.56747,5.3125,1
-17,3,0.55339,42.5,0.25
-17,3,0.549,10.625,0.25
-17,3,0.5566,10.625,0
17,3,0.60874,21.25,0.75
-17,3,0.55644,21.25,0.25
17,1,0.58914,5.3125,0.5
17,1,0.5113,5.3125,0.5
-17,1,0.55076,5.3125,0
-17,3,0.61521,42.5,0.25
-17,1,0.51345,21.25,0.5
17,1,0.61915,21.25,0
17,3,0.54275,10.625,0.5
17,3,1.0072,5.3125,1
17,1,0.52066,10.625,0.25
-17,1,0.91231,10.625,0.5
17,3,1.7601,5.3125,0
17,1,0.57675,10.625,1
-17,1,0.59219,42.5,0
-17,1,0.63965,21.25,0.75
-17,3,0.69612,10.625,0
17,3,0.56856,10.625,0.5
-17,1,0.50957,5.3125,0.75
17,1,0.53266,10.625,0.25
17,3,0.533,5.3125,0
-17,3,0.54141,42.5,0.25
17,1,0.79179,5.3125,1
-17,1,0.50804,10.625,0.75
-17,3,0.56506,21.25,0.25
-17,3,0.53603,21.25,0
-17,3,0.582,42.5,0.5
17,3,1.1096,42.5,0.5
-17,1,0.51468,21.25,0.25
17,1,0.58688,10.625,0
17,1,0.52771,21.25,0.5
17,1,0.71405,42.5,0.75
-17,1,0.57646,42.5,0.75
-17,1,0.57801,5.3125,0.75
17,1,0.56541,10.625,0
-17,3,0.52355,42.5,0
17,3,0.55124,21.25,0.75
-17,3,0.90925,10.625,0.25
17,1,0.77277,21.25,1
17,3,0.6421,5.3125,0.5
-17,3,0.61715,10.625,0.5
17,3,1.2264,10.625,0.25
17,1,0.55518,42.5,0.25
17,1,0.55492,42.5,0
-17,3,0.53421,21.25,0.5
17,3,0.6102,21.25,0
-17,1,0.59623,5.3125,0.25
17,1,0.55377,10.625,0.25
17,3,0.53909,42.5,0
-17,1,0.57966,21.25,0.75
-17,1,0.56905,21.25,0
17,3,0.567,21.25,0.25
-17,1,0.57979,5.3125,0.25
17,1,0.50835,10.625,0
17,3,0.61405,42.5,0
-17,3,0.62437,5.3125,0
17,3,0.85283,10.625,0.75
17,3,0.75383,5.3125,0.75
-17,3,0.72009,21.25,0
-17,1,0.745,21.25,0
-17,3,0.59054,21.25,0.5
-17,1,0.57996,5.3125,1
-17,3,0.57064,42.5,0.25
17,1,0.54275,5.3125,0.25
17,1,0.59492,21.25,1
17,3,0.53337,21.25,0.25
17,3,0.55221,42.5,0
-17,1,0.56239,5.3125,0.75
-17,1,0.52429,42.5,1
17,1,0.54085,21.25,0.5
-17,3,0.57494,10.625,0.25
-17,1,0.55553,5.3125,1
17,1,0.74282,5.3125,0
-17,1,0.53183,10.625,1
-17,1,0.57844,42.5,0.75
17,3,0.53199,21.25,0.75
17,1,0.63595,21.25,0
-17,1,0.52246,5.3125,1
17,3,0.57795,5.3125,0
-17,3,0.64408,5.3125,0.5
17,3,0.55837,21.25,0.5
-17,1,0.59483,5.3125,0.5
17,3,0.57452,21.25,0
-17,3,0.52447,21.25,0.25
-17,3,0.53462,10.625,0.25
-17,3,0.53169,10.625,0
-17,1,0.60503,10.625,0
17,1,0.59671,42.5,0
17,3,0.51675,10.625,0.25
17,3,0.54833,42.5,1
-17,1,0.7972,5.3125,0
17,3,0.5174,21.25,0.75
17,3,0.5521,21.25,0.5
-17,1,0.87389,21.25,0.25
17,3,0.53335,21.25,0.75
17,3,0.51932,21.25,0.25
17,1,0.83312,42.5,0
-17,1,0.72698,10.625,0.75
17,3,0.50524,21.25,1
-17,1,0.53074,10.625,0.75
17,3,0.60005,10.625,1
-17,1,0.54027,21.25,1
17,3,0.58233,5.3125,0.5
17,3,0.50818,10.625,0
-17,3,0.58609,5.3125,0.75
-17,1,0.53686,21.25,1
17,3,0.55138,10.625,0.75
17,3,0.56749,21.25,0.5
17,3,0.8818,21.25,0
-17,1,0.65825,21.25,0.25
17,3,0.57713,5.3125,0.75
17,1,0.66191,5.3125,0.75
-17,1,0.53886,10.625,1
17,3,0.56273,10.625,0.75
-17,1,0.59379,42.5,1
-17,3,0.62369,21.25,0
17,3,0.53341,21.25,0.5
-17,1,0.60749,42.5,0.25
17,3,0.523,21.25,1
-17,1,0.60189,5.3125,0.25
-17,1,0.571,42.5,0.5
17,3,0.54903,5.3125,0.5
-17,1,0.50576,21.25,1
-17,3,0.5324,5.3125,0.5
17,3,0.53584,21.25,1
-17,3,0.56956,42.5,0.5
-17,1,0.53136,42.5,0.75
17,1,0.71785,21.25,0.5
17,3,0.54478,5.3125,0.75
-17,3,0.58201,42.5,0
-17,1,0.53131,42.5,1
17,1,0.56791,21.25,0.75
17,3,0.50875,5.3125,0.5
17,3,0.52911,21.25,1
-17,1,0.51432,5.3125,1
-17,3,0.86658,10.625,0.75
17,3,0.5649,10.625,0.75
17,3,0.61781,5.3125,0.25
-17,3,0.58342,10.625,0.5
17,3,0.53524,42.5,0.25
-17,1,0.7057,21.25,0
-17,1,0.5507,10.625,0.5
-17,3,0.59268,42.5,0.25
-17,1,0.82549,10.625,0
17,1,0.56904,5.3125,0
17,3,0.51226,42.5,0.75
17,3,0.55139,10.625,0
-17,1,0.54076,21.25,0.5
-17,3,0.53418,42.5,0
17,1,0.54285,42.5,0
17,1,0.55567,5.3125,0.25
17,3,0.63052,10.625,0.75
17,3,0.50546,21.25,0.5
-17,3,0.75338,42.5,0.25
17,3,0.57093,21.25,0.5
17,1,0.57147,5.3125,0.25
17,1,0.56101,42.5,0.5
-17,3,0.57769,21.25,1
-17,1,0.68159,5.3125,1
17,3,0.54532,42.5,0.5
-17,1,0.50714,5.3125,0.25
-17,3,0.56955,21.25,0.25
17,3,0.51269,10.625,0.25
-17,1,0.53512,42.5,0.75
17,3,0.60511,10.625,0.25
-17,1,0.53885,42.5,0.75
-17,1,0.64739,5.3125,0
-17,1,0.5706,42.5,0.75
-17,1,0.70902,5.3125,0.5
17,3,0.5353,42.5,0.25
17,1,0.5954,5.3125,1
-17,3,0.60478,21.25,0.25
17,1,0.80881,10.625,0.5
17,1,0.52239,5.3125,0.25
17,3,0.52613,10.625,0.25
-17,1,0.77611,21.25,0.25
-17,1,0.53249,10.625,1
17,3,0.55211,5.3125,0.5
-17,3,0.56021,42.5,0
-17,1,0.60133,21.25,0
-17,1,0.61769,5.3125,0.5
17,3,0.52379,42.5,0.25
-17,3,0.84403,21.25,0
17,3,0.56671,21.25,1
17,3,0.53272,21.25,0.5
-17,1,0.63511,42.5,0
-17,1,0.50547,10.625,0.75
-17,1,0.53405,21.25,0.5
17,3,0.5848,10.625,1
17,1,0.54639,42.5,0.5
-17,3,0.50714,5.3125,0
-17,3,0.52925,21.25,0
-17,1,0.57301,5.3125,0.25
17,3,0.63972,21.25,0
-17,3,0.53652,10.625,0.25
17,3,0.51666,5.3125,1
17,3,0.53182,10.625,1
17,1,0.62443,42.5,0.5
-17,1,0.50695,5.3125,1
17,3,0.54548,10.625,0
17,1,0.50958,5.3125,0.5
17,3,0.62915,21.25,0.75
17,3,0.54746,5.3125,0.25
17,3,0.51018,21.25,1
-17,1,0.53338,21.25,0.75
17,1,0.53411,42.5,0
17,3,0.51481,21.25,0.75
17,3,0.53966,42.5,0
17,1,0.60215,42.5,0.25
